business_status,formatted_address,icon,name,place_id,rating,reference,types,user_ratings_total,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,opening_hours.open_now,plus_code.compound_code,plus_code.global_code,photos
OPERATIONAL,"Calle Bebricio, 71, 26500 Calahorra, La Rioja",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Iberdrola Estación de carga,ChIJB2lfoQ2OWg0RJqT-1uVJLXQ,0.0,ChIJB2lfoQ2OWg0RJqT-1uVJLXQ,"['point_of_interest', 'establishment']",0,42.306587,-1.971331,42.30795327989272,-1.970009870107278,42.30525362010728,-1.972709529892722,True,824H+JF Calahorra,8CJW824H+JF,
OPERATIONAL,"Av. de Burgos, 49, 26006 Logroño, La Rioja",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Iberdrola Clientes Charging Station,ChIJORTFRrdURQ0R2bM5FVdN6Zg,0.0,ChIJORTFRrdURQ0R2bM5FVdN6Zg,"['point_of_interest', 'establishment']",0,42.4615534,-2.4692679,42.46297387989271,-2.468013570107277,42.46027422010727,-2.470713229892722,True,FG6J+J7 Logroño,8CJVFG6J+J7,"[{'height': 452, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109185068800590779382"">Javi Mendez</a>'], 'photo_reference': 'ATtYBwKo8SpVhWZ7-eGhqarrb4uFcN8ONzgOqdih4kYj_rRhUf5gQQE081xI0_IP7hdUuxPtj3fzZ7y6_De1RoNLyIlWEUJZOG2x1tUShheNF9eRhqO9dcUdNa10nfrhR7pFz6QYGkTKLObmnOBhxRwSj_rkn9H4P6-gDQFVxXxHCtpkZ_1X', 'width': 800}]"
OPERATIONAL,"Av. de La Rioja, 14, 26001 Logroño, La Rioja",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Punto de carga para vehículos eléctricos,ChIJPR1vaySrWg0RlwRjDVVZ1oo,0.0,ChIJPR1vaySrWg0RlwRjDVVZ1oo,"['point_of_interest', 'establishment']",0,42.4639505,-2.4468479,42.46529967989272,-2.445495070107278,42.46260002010727,-2.448194729892723,,FH73+H7 Logroño,8CJVFH73+H7,"[{'height': 2048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106887233717191935909"">Javier García</a>'], 'photo_reference': 'ATtYBwLrx_3Swpe9UxhLQTHEbHHkTnj0iVfUzrisjpuD6wrCQfjGiXNHyJzRAUGLGlqBGWykTKMOf1m-qyJievK8JTcOZj6rYvmBh6ksz6aewvka83L3Jin1PtItbUFVVUqRdYqsEoyDgy4Ec1NSA5iG6lUx6srnpKDvwp4Lv8YsagR6aUDT', 'width': 1536}]"
OPERATIONAL,"26330, La Rioja",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Fenie Energía Estación de carga,ChIJjbDD_OKLTw0RKNC6TOMHxaU,5.0,ChIJjbDD_OKLTw0RKNC6TOMHxaU,"['point_of_interest', 'establishment']",1,42.53985000000001,-2.7785177,42.54121447989273,-2.777196270107278,42.53851482010729,-2.779895929892722,,G6QC+WH Briones,8CJVG6QC+WH,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112909164914339873067"">Jordi CiS</a>'], 'photo_reference': 'ATtYBwKKx0YV9MUxsvI5L6MijHSUg9Ymbg6giRfYEcCHSCAz6vkGPjl34-Gj72ok9tZRARSfehShUdN7vm2Omhw6JO6gvM8yxaIbQRZbodelW7EwiR6rUBOGESpcPz8ATCI98uYN7wJTf5_v5kE9yVpPlevYBnhjeymi9dkIKDYmHm9doVyc', 'width': 2048}]"
OPERATIONAL,"Calle Prado Viejo, 70, 26007 Logroño, La Rioja",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Recarga eléctrica de coches y motos,ChIJ35wIo6VURQ0RAI1dRRuMQ9g,5.0,ChIJ35wIo6VURQ0RAI1dRRuMQ9g,"['point_of_interest', 'establishment']",1,42.45278829999999,-2.4717361,42.45415097989271,-2.470137970107278,42.45145132010727,-2.472837629892723,,FG3H+48 Logroño,8CJVFG3H+48,
OPERATIONAL,"Calle Lérida, 1, 26006 Logroño, La Rioja",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Tesla Destination Charger,ChIJebU3GZ6rWg0RTsEluANoxxI,5.0,ChIJebU3GZ6rWg0RTsEluANoxxI,"['point_of_interest', 'establishment']",1,42.462715,-2.420533,42.46376782989272,-2.419231020107278,42.46106817010727,-2.421930679892722,,FH7H+3Q Logroño,8CJVFH7H+3Q,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104502158353773809995"">ARTURO M.B.</a>'], 'photo_reference': 'ATtYBwKKMMWt8fjcsxdiw64nzTfUP1m8JNgen2vdlparXv2YkStJnlP2y01x-fJSSsdKUGkzl4HLRKgwZ024r1SXr6JVM-LQcpaVbfeIQtw-nDf4re26G6NJ0vse4MtE46Ld7jDV7Z5oOFxp4XTezjolOQlx7cNAsQ8kbU8zprKIwfxBAarf', 'width': 4032}]"
OPERATIONAL,"Av. Vizcaya, 8, 26200 Haro, La Rioja",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Tesla Destination Charger,ChIJY85QHPCLTw0RDBqSFP14PuM,0.0,ChIJY85QHPCLTw0RDBqSFP14PuM,"['point_of_interest', 'establishment']",0,42.584482,-2.846937,42.58562132989272,-2.845797920107278,42.58292167010728,-2.848497579892722,,H5M3+Q6 Haro,8CJVH5M3+Q6,
OPERATIONAL,"Paseo San Julián, 8, 26300 Nájera, La Rioja",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Fenie Energia Charging Station,ChIJGS49MElcRQ0R7L3I8TNV9Zo,0.0,ChIJGS49MElcRQ0R7L3I8TNV9Zo,"['point_of_interest', 'establishment']",0,42.41599799999999,-2.7313679,42.41734772989272,-2.730018470107278,42.41464807010727,-2.732718129892723,True,C789+9F Nájera,8CJVC789+9F,
OPERATIONAL,"Paseo San Julián, 4, 26300 Nájera, La Rioja",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Cargador coches de bateria,ChIJsT7qL2NdRQ0R1dZQPSj8lr0,0.0,ChIJsT7qL2NdRQ0R1dZQPSj8lr0,"['point_of_interest', 'establishment']",0,42.4168444,-2.7317457,42.41819367989273,-2.730397870107277,42.41549402010728,-2.733097529892722,,C789+P8 Nájera,8CJVC789+P8,
OPERATIONAL,"Paseo de la Constitucion, 97, 26580 Arnedo, La Rioja",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Tesla Destination Charger,ChIJM-Rr_CiVWg0RUsOVrNWeyE8,0.0,ChIJM-Rr_CiVWg0RUsOVrNWeyE8,"['point_of_interest', 'establishment']",0,42.2245739,-2.108609,42.22597152989272,-2.107288320107277,42.22327187010728,-2.109987979892722,,6VFR+RH Arnedo,8CJV6VFR+RH,
OPERATIONAL,"Av. Gran Vía Juan Carlos I, 26B, 26001 Logroño, La Rioja",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,ENDESA Charging Station,ChIJ6385yUerWg0RMyZCw-Q6qzE,0.0,ChIJ6385yUerWg0RMyZCw-Q6qzE,"['point_of_interest', 'establishment']",0,42.463955,-2.44955,42.46527477989272,-2.448213570107278,42.46257512010728,-2.450913229892723,True,FH72+H5 Logroño,8CJVFH72+H5,
OPERATIONAL,"Calle de Gregoria Artacho, 37, 26350 Cenicero, La Rioja",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Iberdrola Charging Station,ChIJI6W3T01YRQ0R4dpwGvpjdXw,0.0,ChIJI6W3T01YRQ0R4dpwGvpjdXw,"['point_of_interest', 'establishment']",0,42.48172599999999,-2.648003,42.48309442989272,-2.646651420107278,42.48039477010728,-2.649351079892722,True,F9J2+MQ Cenicero,8CJVF9J2+MQ,
OPERATIONAL,"Carrer de la Rioja, 1, 08227 Terrassa, Barcelona",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,ENDESA Charging Station,ChIJ5Zm7XheTpBIR5EOSiY0nnoY,0.0,ChIJ5Zm7XheTpBIR5EOSiY0nnoY,"['point_of_interest', 'establishment']",0,41.559228,2.037372,41.56050717989272,2.038701279892722,41.55780752010727,2.036001620107278,True,H25P+MW Tarrasa,8FH4H25P+MW,
OPERATIONAL,"Portal de Elorriaga Kalea, 17, 01003 Gasteiz, Araba",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,IBIL Charging Station,ChIJf8djjo3CTw0Rdle8IDG7Vxc,5.0,ChIJf8djjo3CTw0Rdle8IDG7Vxc,"['point_of_interest', 'establishment']",1,42.8494606,-2.6485874,42.85080242989272,-2.647184920107278,42.84810277010727,-2.649884579892722,True,R9X2+QH Vitoria-Gasteiz,8CJVR9X2+QH,
OPERATIONAL,"Calle Carlos VII, 22, 31200 Estella, Navarra",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Iberdrola Clientes Charging Station,ChIJ706fWbFxUA0R-DXjpBqHeAg,0.0,ChIJ706fWbFxUA0R-DXjpBqHeAg,"['point_of_interest', 'establishment']",0,42.66445,-2.03245,42.66583247989272,-2.031090820107278,42.66313282010728,-2.033790479892722,True,MX79+Q2 Estella,8CJVMX79+Q2,
OPERATIONAL,"Garberako, 1, 20017 Donostia-San Sebastian, SS",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Tesla Destination Charger,ChIJUb1bGXyvUQ0RXJBZQ_XzBCY,0.0,ChIJUb1bGXyvUQ0RXJBZQ_XzBCY,"['point_of_interest', 'establishment']",0,43.3091113,-1.9438083,43.31043362989272,-1.942475020107277,43.30773397010728,-1.945174679892722,,8354+JF San Sebastián,8CMW8354+JF,
OPERATIONAL,"Local, Carr. Zaragoza, 20, 31500",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,IBIL Charging Station,ChIJe-nkgtpIWg0RftLcPyf_axU,0.0,ChIJe-nkgtpIWg0RftLcPyf_axU,"['point_of_interest', 'establishment']",0,42.0355435,-1.5885234,42.03690032989272,-1.587206220107278,42.03420067010728,-1.589905879892722,True,2CP6+6H Fontellas,8CJW2CP6+6H,
OPERATIONAL,"Prudencio Maria Verastegui Kalea, 1, 01002 Gasteiz, Araba",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,IBIL Estación de carga,ChIJISEpWmbCTw0RQkTqQLSSugQ,0.0,ChIJISEpWmbCTw0RQkTqQLSSugQ,"['point_of_interest', 'establishment']",0,42.84913479999999,-2.6664082,42.85048147989272,-2.665057970107277,42.84778182010727,-2.667757629892722,True,R8XM+MC Vitoria-Gasteiz,8CJVR8XM+MC,
OPERATIONAL,"Herrandarren Kalea, 17, 01003 Gasteiz, Araba",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,IBIL Charging Station,ChIJDXoLjWbCTw0RN35xLUYtV6M,0.0,ChIJDXoLjWbCTw0RN35xLUYtV6M,"['point_of_interest', 'establishment']",0,42.84850489999999,-2.6654953,42.84984957989272,-2.664188920107278,42.84714992010728,-2.666888579892722,True,R8XM+CR Vitoria-Gasteiz,8CJVR8XM+CR,
OPERATIONAL,"12 Plaza Norberto Resa, 01004 Gasteiz",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,IBIL Charging Station,ChIJfXLG5XrCTw0RECc4EP1FEv4,0.0,ChIJfXLG5XrCTw0RECc4EP1FEv4,"['point_of_interest', 'establishment']",0,42.841,-2.6666,42.84252377989272,-2.665161870107278,42.83982412010728,-2.667861529892722,True,R8RM+C9 Vitoria-Gasteiz,8CJVR8RM+C9,
