business_status,formatted_address,icon,name,photos,place_id,rating,reference,types,user_ratings_total,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,opening_hours.open_now,plus_code.compound_code,plus_code.global_code
OPERATIONAL,"Carrer de les Vinyetes, 2, 07110 Bunyola, Balearic Islands",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Estación de carga de vehículos eléctricos,"[{'height': 700, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112909164914339873067"">Jordi CiS</a>'], 'photo_reference': 'ATtYBwIs7srhsRItyYHIr3tConIKl2ip9conzcNejp67j7cq-FPw1aWdOPCu3ppwzVbEhyPAuaQUeTDCqyV3XTGbYgBYIDXIlcPvlbiVH4Kenkk8wDF1n3sEiYM6510oCzvWlFfAbgqIH4uL0qtiOiTtdv7Uoggf7Zhj38OB25G6y9fmFhvq', 'width': 1100}]",ChIJneGtqfjrlxIRx6igQJM130Q,5.0,ChIJneGtqfjrlxIRx6igQJM130Q,"['point_of_interest', 'establishment']",1,39.6974745,2.6985071,39.69882452989273,2.699860029892722,39.69612487010728,2.697160370107277,True,MMWX+XC Buñola,8FF4MMWX+XC
OPERATIONAL,"S'Esperó 1 - Pol. Ind. Poima 07714 07714, 07714, Balearic Islands",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Estación de carga vehículos elécteicos,,ChIJYUE8xCaHlRIR6iJEr6VqBUA,0.0,ChIJYUE8xCaHlRIR6iJEr6VqBUA,"['point_of_interest', 'establishment']",0,39.8907566,4.2516456,39.89213617989272,4.253016979892722,39.88943652010728,4.250317320107278,True,V7R2+8M Maó-Mahón,8FF6V7R2+8M
OPERATIONAL,"25, Carretera Palma, Campos, 07630, ES",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,ecaR Charging Station,,ChIJEZNeeRqulxIRBZRYN8Xuf2M,0.0,ChIJEZNeeRqulxIRBZRYN8Xuf2M,"['point_of_interest', 'establishment']",0,39.437723,3.004685,39.43908387989272,3.006036229892723,39.43638422010728,3.003336570107278,True,C2Q3+3V Campos,8FF5C2Q3+3V
OPERATIONAL,"Carrer de Cala Blanca, 9, 07009 Palma, Illes Balears",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,IBIL Charging Station,,ChIJef9Y9xSTlxIRmiKZT3ZFl-k,0.0,ChIJef9Y9xSTlxIRmiKZT3ZFl-k,"['point_of_interest', 'establishment']",0,39.5972769,2.6765426,39.59867762989272,2.677849379892722,39.59597797010728,2.675149720107278,True,HMWG+WJ Palma,8FF4HMWG+WJ
OPERATIONAL,"07730 Alaior, Balearic Islands",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Estación de carga de vehículos eléctricos,"[{'height': 1111, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112909164914339873067"">Jordi CiS</a>'], 'photo_reference': 'ATtYBwKoBg8wQbKuiXChqilgMj7Nz24jnPv3qg24pfLiPVksBZjFM0PUhsXuLb_od-HrgNiNlMN0qYJYTrMZ1wblNg-cyXk0_Kpcy5soq4litDH6PiAnYoGCJ-UP0ZDSrGw12KCnnKF4UPuxGZ4YPjK60I9X4kAXtBsInYpOGsx60PEO9ht2', 'width': 1341}]",ChIJLXKRVssgvhIRfd5UCVommP0,0.0,ChIJLXKRVssgvhIRfd5UCVommP0,"['point_of_interest', 'establishment']",0,39.9339386,4.1445997,39.93527257989272,4.145959379892721,39.93257292010728,4.143259720107277,True,W4MV+HR Alayor,8FF6W4MV+HR
OPERATIONAL,"Ctra. Montuïri, 24, 07140 Sencelles, Illes Balears",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Estación de carga de vehículos eléctricos,,ChIJFQvALAjHlxIRlgHD40XwReQ,0.0,ChIJFQvALAjHlxIRlgHD40XwReQ,"['point_of_interest', 'establishment']",0,39.6442647,2.8972346,39.64563187989272,2.898619079892723,39.64293222010728,2.895919420107278,,JVVW+PV Sancellas,8FF4JVVW+PV
OPERATIONAL,"5 Diseminado 8617- Sant Jordi, Diseminado 8617- Sant Jordi, 5, 07199 Palma, Illes Balears",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Senyah Energy Charging Station,,ChIJt2gJfkW-lxIR_d6Lt9qdLbA,0.0,ChIJt2gJfkW-lxIR_d6Lt9qdLbA,"['point_of_interest', 'establishment']",0,39.566378,2.8056709,39.56767222989272,2.807019879892723,39.56497257010728,2.804320220107278,True,HR84+H7 Palma,8FF4HR84+H7
OPERATIONAL,"Carrer des Pou, 21, 07143 Biniali, Illes Balears",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Estación de carga de vehículos eléctricos,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112620230198707796210"">Nando A V</a>'], 'photo_reference': 'ATtYBwLrWESE_bSNL1oaKOAwbsMioExpIOE9VauZvDj3s6pyc9j8QHK3ltAUy5GpRWfRqcznCiYiaPWB-0e98FboaOdj6qG3z0z6pozs27o-yAEqakTOg4b19HTbD-7cyUWHjFqj4WAMo9tbQKpyiAGXkS-99oIcYEPdwUhw_7yS8XPv7TA', 'width': 3024}]",ChIJ0WoNpTXHlxIRDSBDEAXOS8E,5.0,ChIJ0WoNpTXHlxIRDSBDEAXOS8E,"['point_of_interest', 'establishment']",2,39.6391906,2.8606882,39.64055132989273,2.862054429892722,39.63785167010728,2.859354770107278,True,JVQ6+M7 Biniali,8FF4JVQ6+M7
OPERATIONAL,"Carrer d'Anglesola, 39, 07200 Felanitx, Illes Balears",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Feníe Energía Estación de carga,"[{'height': 1224, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112909164914339873067"">Jordi CiS</a>'], 'photo_reference': 'ATtYBwK4wtA19Pp3sqahkZGzkquml5PBznEfpC7Rxy9iax4V7AmQ1wvyxmazUFevtfPuGjAmiQd5Iq7dpOWf0BrVYqW3lROXnsNFGjMI8SObydJrUrwmGM1hjvmBtxZ5dNI6OnlcCpcfK1h6mHZiYlU3aIZIM9QvcYyHlh-JjzlP6aFxUvhn', 'width': 1632}]",ChIJ5flB1rhNlhIRiBxbVyeDcXs,0.0,ChIJ5flB1rhNlhIRiBxbVyeDcXs,"['point_of_interest', 'establishment']",0,39.4700501,3.1554752,39.47142437989272,3.156861629892723,39.46872472010728,3.154161970107278,,F5C4+25 Felanich,8FF5F5C4+25
OPERATIONAL,"Carrer Gremi Selleters i Basters, 1, 07009 Palma, Illes Balears",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,ENDESA Charging Station,,ChIJIyzjltiSlxIR-xua9GqS-mg,0.0,ChIJIyzjltiSlxIR-xua9GqS-mg,"['point_of_interest', 'establishment']",0,39.607532,2.6578529,39.60875827989273,2.658942529892722,39.60605862010728,2.656242870107278,True,JM55+24 Palma,8FF4JM55+24
