business_status,formatted_address,icon,name,photos,place_id,rating,reference,types,user_ratings_total,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,opening_hours.open_now,plus_code.compound_code,plus_code.global_code
OPERATIONAL,"Paseo de la Castellana, 162, 28046 Madrid",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Estación de carga de vehículos eléctricos,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116309114447328662735"">A Google User</a>'], 'photo_reference': 'ATtYBwLKFTRGk3xxDUFwhyeieLCkAhxi1grTTT3obINWUQFtFz5B78YH84Yb4_5p_ozpXaehbqwUYpQPwkl16kUHEw1sq1k-bqyHxySaU6tDo5umETWwtIX1mDApzzd5xAyHNogzmEiBHl295PZveKzlJ3Ug3VJ846Eh4L0RAK66MJh8bRBv', 'width': 4608}]",ChIJzVd7ehwpQg0Rp9PY2SS3-og,3.4,ChIJzVd7ehwpQg0Rp9PY2SS3-og,"['point_of_interest', 'establishment']",16,40.45839,-3.6896475,40.45974172989273,-3.688230520107278,40.45704207010728,-3.690930179892722,True,F856+94 Madrid,8CGRF856+94
OPERATIONAL,"Av. Ada Lovelace, 23, 28906 Getafe, Madrid",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Tesla Supercharger,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111241125623208466705"">Fernando Tallón Aguilar</a>'], 'photo_reference': 'ATtYBwLZc--3Cs98NJfJwRBnSymq_yXwoslixxZxPHCLnlUae3MIHAYpbtBOMmv63s7cO_xCapIhmhX_QlBsmQ4LrTh0jnurYP-d9Y9Q63CHDTkL0HISQal07ILUcYcygdfbZUAJinqerjYiPnne7KkxFamdekna7ClmhStBYU7D5mt1b-Dv', 'width': 4000}]",ChIJZRZu26khQg0RYXf6XtAEZT4,4.3,ChIJZRZu26khQg0RYXf6XtAEZT4,"['point_of_interest', 'establishment']",92,40.2903543,-3.6963012,40.29171087989273,-3.694932870107278,40.28901122010728,-3.697632529892722,True,78R3+4F Getafe,8CGR78R3+4F
OPERATIONAL,28042 Madrid,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,IONITY Charging Station,"[{'height': 1840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102245097070473909854"">Gustavo Higes</a>'], 'photo_reference': 'ATtYBwI-lwfvBxpVXP8LqKHFT8U6jDDQeeOuA0_-yAPhuqwRVxhapcLGB0sEYdDoBwNHpIoafNraHNgpPJbqLLS3KxyAmrLXid1IZmqtPNmc17r_QZpGmuR1mQM091Xl3fARAUMx8NEDoV3vDl8bs0gb5mNDCR9GC3BPXISmzlsSV0i7v6-U', 'width': 4000}]",ChIJjaUSflMuQg0Rwwl8C1JjHd8,5.0,ChIJjaUSflMuQg0Rwwl8C1JjHd8,"['point_of_interest', 'establishment']",2,40.458578,-3.616638,40.45993037989272,-3.615212320107279,40.45723072010728,-3.617911979892722,True,F95M+C8 Madrid,8CGRF95M+C8
OPERATIONAL,28046 Madrid,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Punto de recarga de Vehículos Eléctricos,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116309114447328662735"">A Google User</a>'], 'photo_reference': 'ATtYBwI7NoObDfxBdqy8CZtdS-67d294c6IiqUR4ZgneQqQK3TmtUkPhT_aCJMH41JGySlPWkvDVTL_677LULiv00dYReujdLCwH-Rfms4KbA2LwjtMm3Ec7BArtLXuczzBhrl1jF5tVREfhESgEOLVQPakJM8dlL20GwbW0DJeYWSJnP1ml', 'width': 4608}]",ChIJuf1EEpMoQg0R3acGQatHn8w,3.6,ChIJuf1EEpMoQg0R3acGQatHn8w,"['point_of_interest', 'establishment']",5,40.43188019999999,-3.6891549,40.43323267989272,-3.687800420107277,40.43053302010728,-3.690500079892721,True,C8J6+Q8 Madrid,8CGRC8J6+Q8
OPERATIONAL,"Carga Pública, C\Card, Calle de Cardenal Marcelo Spínola, 6, 28016 Madrid",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,GiC - Gestion Inteligente de Cargas Charging Station,,ChIJV5jHWjApQg0RPrQrxCUiR9A,0.0,ChIJV5jHWjApQg0RPrQrxCUiR9A,"['point_of_interest', 'establishment']",0,40.4667389,-3.670647,40.46813542989273,-3.669307920107277,40.46543577010728,-3.672007579892721,,F88H+MP Madrid,8CGRF88H+MP
OPERATIONAL,"28805 Alcalá de Henares, Madrid",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Iberdrola Estación de carga,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107892118798222258963"">Oscar Martín</a>'], 'photo_reference': 'ATtYBwJvuoaKSaiBIfWlIGn4yHhMqV7p4pS6gkqquh_P-h1xQ-kYaJKaJz6P9krW4UviVSk8naVypUVW9OdBJixH1n2ZJNfykXDVct51rza5K_qVsE1_1FC-DRGP4Wt7EpEqvlPqz3memEtBmVyhQgoYyePYVxBLSmCVxH1tFfpVRDMVAZX-', 'width': 4608}]",ChIJmeXLyodPQg0R0aF_uoBF3eA,0.0,ChIJmeXLyodPQg0R0aF_uoBF3eA,"['point_of_interest', 'establishment']",0,40.5042038,-3.3305874,40.50557462989272,-3.329195370107278,40.50287497010728,-3.331895029892722,True,GM39+MQ Alcalá de Henares,8CGRGM39+MQ
OPERATIONAL,"Calle Cerro de la Plata, 4, 28007 Madrid",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,GiC - Gestion Inteligente de Cargas Charging Station,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100459777633615950338"">Nacho Blanco</a>'], 'photo_reference': 'ATtYBwI6Zv_XVIjDb6rdUsH2XYijAIn6TqoOA14fjnB3BWI-plHCtWBX6FiNCs1qWFExDNi2astsmHk81JFiILc_GFnTUEGImsIFzwLYgy1g6medEOidGG5qpcyDT03jFhl-Gi3_LSa62I3Zj3lvTDp4PDbCje7CnN4Mmc5TfnT8DQEVBPaR', 'width': 3000}]",ChIJy9r-ChEmQg0RzAESZLpmaV8,0.0,ChIJy9r-ChEmQg0RzAESZLpmaV8,"['point_of_interest', 'establishment']",0,40.39992,-3.675142,40.40125967989272,-3.673772520107278,40.39856002010728,-3.676472179892722,True,98XF+XW Madrid,8CGR98XF+XW
OPERATIONAL,"20 Av. Niceto Alcalá Zamora Cirve, 28050",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,GiC - Gestion Inteligente de Cargas Charging Station,,ChIJT41RIqcuQg0RiRhD0evwonI,0.0,ChIJT41RIqcuQg0RiRhD0evwonI,"['point_of_interest', 'establishment']",0,40.493894,-3.648247,40.49526127989272,-3.646871220107278,40.49256162010728,-3.649570879892722,True,F9V2+HP Madrid,8CGRF9V2+HP
OPERATIONAL,"Carga Pública, Av. de Machupichu, 105, 28043 Madrid",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,GiC - Gestion Inteligente de Cargas Charging Station,,ChIJ5_8v6eUuQg0R6WyRoDE_q_M,0.0,ChIJ5_8v6eUuQg0R6WyRoDE_q_M,"['point_of_interest', 'establishment']",0,40.464879,-3.636149,40.46629902989272,-3.634640770107278,40.46359937010727,-3.637340429892721,,F977+XG Madrid,8CGRF977+XG
OPERATIONAL,"20, Calle Areneros, 28521 Rivas-Vaciamadrid, Madrid",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,Iberdrola Clientes Charging Station,"[{'height': 600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109185068800590779382"">Javi Mendez</a>'], 'photo_reference': 'ATtYBwKzg4YE3GFkq-OuFP_JWYvQVOjc8-v9DmRUyt3lDh2um0rnNG76MgxAoo6NIel_QlHgVqdydan82nMznl4gB84U59fyZzxe29cYAVztyvr0O4Lx7Ad3yFo_w-45CAO96jUho9sKDq6Fl3WuNqQs0StbYm1In2NIYcyupcF5dfd-0IF-', 'width': 800}]",ChIJCWo1lXM8Qg0RtiI0JdbE8d0,0.0,ChIJCWo1lXM8Qg0RtiI0JdbE8d0,"['point_of_interest', 'establishment']",0,40.3306494,-3.5243117,40.33196517989272,-3.522936120107278,40.32926552010728,-3.525635779892722,True,8FJG+77 Rivas-Vaciamadrid,8CGR8FJG+77
